Dog Name,Adaptability,Adapts Well To Apartment Living,Good For Novice Dog Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,All-around friendliness,Best Family Dogs,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,Health And Grooming Needs,Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Trainability,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Exercise needs,High Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Officially Recognized,Temperament,Height,Weight,Life Expectancy,FeaturedImageURL,AdditionalImageURLs
Cairnoodle,3,4,4,3,3,4,2,4,4,4,4,3,2,3,1,2,4,1,2,4,4,5,1,4,4,3,4,4,3,3,4,No,"Affectionate, Playful, Intelligent",10-15 inches,10-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cairnoodle/Cairnoodle-featured.jpg,
Canaan Dog,4,4,2,4,3,3,5,3,4,2,3,2,3,4,1,5,5,2,3,3,5,4,3,3,3,2,4,4,3,3,4,Yes,alert / vigilant / confident,20-24 inches (male),45-55 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canaan Dog/Canaan Dog-5.jpg
Canadian Inuit Dog,3,2,2,5,1,5,2,2,4,1,1,2,3,5,1,2,4,3,4,4,2,3,3,4,5,4,5,5,5,5,4,No,"Loyal, Intelligent, Independent",20-30 inches,50-90 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Canadian Inuit Dog/Canadian Inuit Dog Canadian Eskimo Dog-5.jpg
Cane Corso,3,2,1,3,2,3,3,3,3,3,2,2,3,3,4,4,3,3,5,4,4,4,3,3,2,2,4,4,4,4,3,Yes,intelligent / affectionate / majestic,25-27.5 inches (male),Proportionate to height,9-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cane Corso/Cane Corso-featured.jpg,
Cardigan Welsh Corgi,4,4,4,4,3,4,3,4,5,4,3,3,3,4,1,3,4,4,2,4,4,5,2,4,4,3,3,3,3,3,4,Yes,loyal / affectionate / smart,10.5-12.5 inches,30-38 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cardigan Welsh Corgi/Cardigan Welsh Corgi-5.jpg
Carolina Dog,3,2,2,2,1,4,4,3,2,3,5,2,4,4,2,4,5,4,3,3,2,4,2,5,1,3,4,4,5,4,3,Yes,independent / loyal / reserved with strangers,17.75-19.5 inches,30-55 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Carolina Dog/Carolina Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Carolina Dog/Carolina Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Carolina Dog/Carolina Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Carolina Dog/Carolina Dog-3.jpg
Catahoula Bulldog,2,1,1,2,3,1,5,3,4,3,2,1,3,1,1,5,4,3,4,3,2,3,4,5,3,3,5,5,5,5,4,No,"Loyal, Intelligent, Protective",18-24 inches,60-90 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Catahoula Bulldog/Catahoula Bulldog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Catahoula Bulldog/Catahoula Bulldog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Catahoula Bulldog/Catahoula Bulldog-2.jpg
Catahoula Leopard Dog,2,1,1,2,2,3,3,3,5,3,1,1,3,3,1,5,3,3,4,3,2,3,3,1,3,3,4,4,3,5,2,Yes,independent / loyal / watchful,22-24 inches,50-95 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Catahoula Leopard Dog/Catahoula Leopard Dog-featured.jpg,
Caucasian Shepherd Dog,3,2,1,2,3,5,2,3,4,2,2,2,4,4,4,2,3,4,5,3,2,4,4,3,3,2,3,2,4,2,3,Yes,fearless / bold / kind,23-30 inches,99-170 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Caucasian Shepherd Dog/Caucasian Shepherd Dog-5.jpg
Cava Inu,3,3,3,4,2,4,2,4,5,3,3,3,3,3,1,3,4,4,2,3,3,4,3,5,3,2,3,3,3,2,4,No,"Affectionate, Playful, Loyal",10-15 inches,10-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cava Inu/Cava Inu-featured.jpg,
Cava Chin,3,4,4,3,2,3,2,5,5,4,5,4,3,3,2,3,3,2,2,3,4,4,3,4,3,3,3,3,2,3,4,No,"Affectionate, Playful, Friendly",10-15 inches,10-18 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cava Chin/Cava Chin-featured.jpg,
Cavachon,4,5,5,5,1,3,3,5,5,5,5,5,3,2,1,2,4,4,2,3,4,4,3,4,3,2,4,4,3,4,5,No,"Affectionate, Friendly, Playful",12-13 inches,10-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavachon/Cavachon-5.jpg
Cavador,3,3,5,4,2,3,3,4,5,5,4,3,3,3,2,4,4,4,3,3,4,4,2,3,3,3,4,4,3,4,5,No,"Friendly, Loyal, Intelligent",12-24 inches,20-50 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavador/Cavador-featured.jpg,
Cav a Jack,3,4,4,3,1,3,3,4,4,4,4,4,3,2,2,4,3,4,2,4,4,4,3,4,3,3,4,4,3,4,5,No,"Playful, Friendly, Affectionate",10-14 inches,10-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cav A Jack/Cav A Jack-featured.jpg,
Cavalier King Charles Spaniel,4,5,5,5,1,3,2,5,5,5,5,5,3,3,1,4,4,4,2,3,4,4,3,3,2,2,4,3,2,4,5,Yes,affectionate / gentle / graceful,12-13 inches,13-18 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavalier King Charles Spaniel/Cavalier King Charles Spaniel-6.jpg
Cava lon,3,4,4,3,2,3,2,5,5,4,5,4,3,3,2,3,3,4,2,3,5,4,1,5,3,1,3,3,2,3,4,No,"Affectionate, Playful, Intelligent",12-14 inches,10-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cava Lon/Cava Lon-featured.jpg,
Cav a Malt,3,4,4,3,2,3,2,5,5,4,5,4,3,3,1,3,3,4,2,3,4,4,3,4,4,3,3,3,2,3,4,No,"Affectionate, Friendly, Intelligent",10-14 inches,10-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cav A Malt/Cav A Malt-featured.jpg,
Cavapom,3,4,4,3,2,3,2,5,5,4,5,4,2,3,1,3,3,2,2,3,4,4,1,4,3,2,4,4,3,3,5,No,"Affectionate, Playful, Intelligent",10-12 inches,8-20 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapom/Cavapom-featured.jpg,
Cavapoo,3,3,3,3,2,4,3,5,5,5,4,4,3,2,1,3,3,4,2,3,4,4,3,3,2,3,3,3,2,3,5,No,"Affectionate, Intelligent, Friendly",9-14 inches,12-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cavapoo/Cavapoo-6.jpg
Central Asian Shepherd Dog,3,1,1,4,2,5,2,3,3,3,4,2,4,4,5,5,5,3,4,3,2,5,2,1,3,2,3,3,3,4,2,Yes,independent / courageous / self-confident,Minimum: 25.5-27.5 inches,Minimum: 88-110 pounds,years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Central Asian Shepherd Dog/Central Asian Shepherd Dog-5.jpg
Cesky Terrier,4,5,4,4,3,3,3,3,5,3,2,3,3,1,1,4,5,4,2,3,4,3,3,2,3,3,3,2,3,3,5,Yes,clever / adventurous / family-oriented,10-13 inches,14-24 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cesky Terrier/Cesky Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cesky Terrier/Cesky Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cesky Terrier/Cesky Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cesky Terrier/Cesky Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cesky Terrier/Cesky Terrier-4.jpg
Chabrador,3,4,2,4,3,4,1,3,4,4,2,2,4,4,3,4,4,3,3,3,2,4,4,4,3,3,4,3,4,3,4,No,"Friendly, Loyal, Intelligent",22-24 inches (male),60-80 pounds (male),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chabrador/Chabrador-featured.jpg,
Cheagle,3,4,4,4,1,1,2,3,5,3,3,2,3,3,1,5,3,4,2,3,2,4,3,4,4,3,4,4,4,3,4,No,"Affectionate, Playful, Loyal",10-15 inches,10-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cheagle/Cheagle-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cheagle/Cheagle-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cheagle/Cheagle-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Cheagle/Cheagle-3.jpg
Chesapeake Bay Retriever,3,1,1,3,2,4,4,3,5,3,1,1,4,5,3,5,4,4,3,3,3,4,3,3,3,4,5,5,5,5,4,Yes,bright / affectionate / sensitive,23-26 inches (male),65-80 pounds (male),10-13 years,,
Chi Chi,3,4,2,4,2,2,3,3,3,3,2,3,3,2,1,4,4,4,2,3,3,4,3,3,4,2,4,4,4,3,4,No,"Affectionate, Playful, Energetic",9-14 inches,5-15 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Chi/Chi Chi-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Chi/Chi Chi-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Chi/Chi Chi-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Chi/Chi Chi-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Chi/Chi Chi-4.jpg
Chigi,3,3,4,5,2,3,2,4,5,5,2,2,3,4,1,5,3,3,1,3,4,4,2,3,2,3,4,4,4,4,4,No,"Playful, Affectionate, Alert",10-12 inches,20-30 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chigi/Chigi-featured.jpg,
Chihuahua,3,5,4,5,1,1,2,4,5,5,2,2,2,2,1,5,2,3,1,3,4,4,3,3,3,2,3,3,2,1,4,Yes,charming / graceful / sassy,5-8 inches,not exceeding 6 pounds,14-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chihuahua/Chihuahua-6.jpg
Chilier,3,4,4,3,3,2,2,4,5,4,5,3,3,2,1,3,4,3,2,3,4,4,1,4,4,2,4,4,3,3,4,No,"Affectionate, Energetic, Friendly",10-14 inches,15-25 pounds,12-15 years,,
Chinaranian,3,3,2,4,2,1,4,4,4,3,4,3,3,2,2,3,4,2,2,3,3,3,3,3,4,2,3,3,4,2,4,No,"Playful, Friendly, Alert",6-12 inches,4-12 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinaranian/Chinaranian-featured.jpg,
Chinese Crested,3,5,3,5,1,1,3,4,4,5,4,4,2,2,1,2,5,2,2,3,4,3,4,3,3,1,2,2,1,2,3,Yes,alert / lively / affectionate,11-13 inches,8-12 pounds,13-18 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Crested/Chinese Crested-6.jpg
Chinese Shar Pei,3,4,2,2,4,2,1,2,2,2,1,2,3,2,2,5,1,4,3,3,3,2,5,2,5,2,2,2,1,3,1,Yes,independent / loyal / calm,18-20 inches,45-60 pounds,8-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinese Shar Pei/Chinese Shar Pei-5.jpg
Chinook,3,4,1,5,1,5,4,5,5,5,5,4,3,5,1,2,4,3,4,3,4,5,3,2,2,2,3,3,3,3,4,Yes,devoted / smart / patient,24-26 inches (male),55-90 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chinook/Chinook-5.jpg
Chion,3,4,3,3,2,2,3,3,5,3,3,2,3,2,2,3,4,4,2,3,3,3,4,3,4,1,3,4,3,2,4,No,"Playful, Affectionate, Alert",8-12 inches,5-10 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chion/Chion-featured.jpg,
Chipin,3,5,4,5,1,1,2,3,5,4,2,2,3,2,1,5,3,4,1,3,4,3,2,3,2,3,4,4,3,2,5,No,"Lively, Friendly, Intelligent",10-12 inches,10-15 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipin/Chipin-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipin/Chipin-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipin/Chipin-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipin/Chipin-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipin/Chipin-4.jpg
Chipoo,3,3,4,3,2,3,3,4,5,4,4,3,2,2,1,3,4,2,1,3,3,4,2,4,4,2,3,4,2,3,4,No,"Playful, Affectionate, Intelligent",6-14 inches,5-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipoo/Chipoo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipoo/Chipoo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chipoo/Chipoo-2.jpg
Chi Poo,4,5,5,5,4,2,3,4,5,5,3,3,2,2,1,3,2,3,2,4,5,5,3,3,3,3,3,3,2,2,4,No,"Affectionate, Intelligent, Lively",8-15 inches,5-20 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Poo/Chi Poo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Poo/Chi Poo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Poo/Chi Poo-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Poo/Chi Poo-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chi Poo/Chi Poo-4.jpg
Chiweenie,3,5,3,4,2,1,4,3,4,2,3,2,3,1,1,5,3,4,1,3,2,4,2,3,5,2,4,4,2,4,5,No,"Loving, Playful, Intelligent",8-12 inches,5-12 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chiweenie/Chiweenie-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chiweenie/Chiweenie-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chiweenie/Chiweenie-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chiweenie/Chiweenie-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chiweenie/Chiweenie-4.jpg
Chorkie,3,5,5,5,1,1,2,3,4,3,3,2,2,2,1,3,3,2,1,3,3,3,2,2,4,2,4,4,3,3,5,No,"Loyal, Energetic, Playful",6-9 inches,5-10 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chorkie/Chorkie-6.jpg
Chow Chow,3,3,2,2,5,5,2,1,2,1,1,1,3,1,3,1,2,4,4,2,2,1,5,2,1,2,2,2,2,2,1,Yes,dignified / bright / serious-minded,17-20 inches,45-70 pounds,8-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chow Chow/Chow Chow-featured.jpg,
Chow Shepherd,3,3,2,4,2,5,4,3,3,3,2,2,3,5,2,1,3,2,4,3,3,3,3,3,2,3,5,5,4,5,4,No,"Loyal, Protective, Intelligent",20-26 inches,50-90 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chow Shepherd/Chow Shepherd-featured.jpg,
Chug,3,5,3,3,3,2,3,4,5,4,3,3,3,4,2,4,4,4,1,3,3,3,3,2,2,2,4,4,3,3,4,No,"Affectionate, Playful, Loyal",10-16 inches,10-20 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chug/Chug-6.jpg
Chusky,3,2,2,3,3,5,2,4,4,4,3,3,3,5,2,2,3,3,3,3,3,4,3,3,4,2,4,4,3,4,4,No,"Friendly, Loyal, Energetic",20-24 inches,40-60 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Chusky/Chusky-featured.jpg,
